date,code,name,turnover_ratio,pe,pb,average_price,money_ratio,circulating_market_cap,average_circulating_market_cap,dividend_ratio
2016-03-17,801740,国防军工,1.4338,158.57,3.52,26.05,1.64,552767249000.0,17273976500.0,0.31
2016-03-17,801210,休闲服务,2.2049,61.01,4.65,22.53,0.94,232452379100.0,7044011500.0,0.38
2016-03-17,801040,钢铁,0.884,96.51,1.26,6.48,0.86,474598220600.0,13958771200.0,0.84
2016-03-17,801170,交通运输,0.7976,20.55,1.93,11.62,2.53,1359965864600.0,14944679800.0,1.36
2016-03-17,801230,综合,2.7195,68.75,4.08,16.27,1.58,305684515700.0,6503925900.0,0.27
2016-03-17,801020,采掘,0.5263,44.43,1.55,9.33,1.8,2079209773000.0,33535641500.0,1.04
2016-03-17,801790,非银金融,1.5159,12.25,1.9,15.49,5.42,2407843550300.0,60196088800.0,1.28
2016-03-17,801880,汽车,1.4546,22.47,2.45,17.95,3.26,1232258817100.0,10442871300.0,1.48
2016-03-17,801120,食品饮料,1.3565,26.47,3.67,21.08,1.83,1050833642400.0,13647190200.0,1.62
2016-03-17,801730,电气设备,2.0859,43.53,3.58,18.29,4.89,1097981237900.0,7038341300.0,0.68
2016-03-17,801200,商业贸易,1.9831,34.34,2.57,13.24,2.79,726151972900.0,7979692000.0,0.88
2016-03-17,801030,化工,1.4312,41.77,2.69,17.27,7.49,1999541169200.0,7517072100.0,0.72
2016-03-17,801180,房地产,1.4671,21.8,2.32,12.08,4.5,1816823573600.0,12794532200.0,1.12
2016-03-17,801750,计算机,4.5357,72.17,6.23,33.87,10.73,1328144082500.0,8795656200.0,0.36
2016-03-17,801010,农林牧渔,1.9372,60.43,3.91,16.21,1.84,547947731100.0,6523187300.0,0.41
2016-03-17,801140,轻工制造,2.6871,56.08,3.3,19.41,2.82,502723338500.0,5236701400.0,0.59
2016-03-17,801710,建筑材料,1.9437,33.99,2.08,13.96,1.37,404135872600.0,5857041600.0,1.3
2016-03-17,801050,有色金属,1.8472,86.25,2.94,14.56,4.92,1007086603400.0,9873398100.0,0.47
2016-03-17,801160,公用事业,1.0146,19.46,2.2,12.3,2.78,1304044749200.0,11145681600.0,1.7
2016-03-17,801770,通信,1.9572,46.15,3.35,21.39,2.49,595345385700.0,9759760400.0,0.46
2016-03-17,801780,银行,0.1597,6.46,1.0,9.34,2.21,5090471471500.0,318154467000.0,4.1
2016-03-17,801890,机械设备,1.9563,63.03,2.88,19.83,6.63,1535368316700.0,5793842700.0,0.55
2016-03-18,801130,纺织服装,2.7976,37.61,3.52,19.78,1.94,524394565900.0,6318006800.0,0.97
2016-03-18,801720,建筑装饰,1.5176,17.08,1.85,17.78,2.88,1162242174900.0,14528027200.0,1.11
2016-03-18,801150,医药生物,2.5104,39.83,4.42,26.41,5.7,2005077966400.0,9502739200.0,0.72
2016-03-18,801110,家用电器,1.9978,15.83,2.82,20.54,1.52,613110583100.0,10391704800.0,2.88
2016-03-18,801080,电子,3.9403,60.92,3.52,22.43,6.55,1150645472000.0,7328952100.0,0.36
2016-03-18,801760,传媒,3.8607,58.04,5.38,31.99,5.24,1006463390000.0,12580792400.0,0.29
2016-03-18,801740,国防军工,2.5463,166.58,3.7,27.17,1.96,578610555500.0,18081579900.0,0.29
2016-03-18,801210,休闲服务,3.0844,62.9,4.8,23.31,0.85,239704211900.0,7263764000.0,0.37
2016-03-18,801040,钢铁,1.3856,99.25,1.29,6.69,0.96,487411931800.0,14335645100.0,0.82
2016-03-18,801170,交通运输,1.3548,21.01,1.96,12.0,2.77,1386758522400.0,15239104600.0,1.32
2016-03-18,801230,综合,4.0466,70.88,4.24,17.0,1.71,318587258900.0,6778452300.0,0.26
2016-03-18,801020,采掘,0.7575,45.4,1.59,9.6,1.81,2094256025000.0,33778323000.0,1.02
2016-03-18,801790,非银金融,2.382,12.55,1.94,16.09,6.04,2464729564800.0,61618239100.0,1.25
2016-03-18,801880,汽车,2.1254,23.29,2.52,18.78,3.33,1270339896900.0,10765592300.0,1.43
2016-03-18,801120,食品饮料,2.0251,26.79,3.72,21.61,2.07,1062758846300.0,13802062900.0,1.59
2016-03-18,801730,电气设备,2.951,45.15,3.71,19.09,4.78,1138645900900.0,7299012200.0,0.66
2016-03-18,801200,商业贸易,2.9746,35.55,2.66,13.69,2.96,753172003400.0,8276615400.0,0.85
2016-03-18,801030,化工,1.9588,43.24,2.78,17.89,7.11,2053297657500.0,7719164100.0,0.7
2016-03-18,801180,房地产,2.1929,22.49,2.38,12.51,4.78,1865138762100.0,13134780000.0,1.09
2016-03-18,801750,计算机,5.4588,75.37,6.47,35.41,9.69,1386645848300.0,9183085100.0,0.35
2016-03-18,801010,农林牧渔,3.116,62.42,4.04,16.77,2.1,565840281000.0,6736193800.0,0.4
2016-03-18,801140,轻工制造,3.9886,58.31,3.44,20.24,2.98,522947389600.0,5447368600.0,0.57
2016-03-18,801710,建筑材料,2.7034,34.5,2.14,14.32,1.41,412595285600.0,5979641800.0,1.28
2016-03-18,801050,有色金属,2.8927,88.69,3.04,15.14,5.1,1047252888500.0,10267185200.0,0.46
2016-03-18,801160,公用事业,1.7452,19.9,2.25,12.7,3.1,1329887191500.0,11366557200.0,1.66
2016-03-18,801770,通信,2.5721,47.3,3.44,22.13,2.23,608887748900.0,9981766400.0,0.45
2016-03-18,801780,银行,0.2174,6.46,1.0,9.38,1.95,5095900416400.0,318493776000.0,4.11
2016-03-18,801890,机械设备,2.7537,65.75,2.98,20.63,6.51,1584532539800.0,5979368100.0,0.53
2016-03-21,801130,纺织服装,2.8706,38.57,3.61,20.26,1.86,537661284000.0,6477846800.0,0.94
2016-03-21,801720,建筑装饰,1.6968,17.5,1.9,18.21,2.9,1195351670200.0,14941895900.0,1.09
2016-03-21,801150,医药生物,2.5488,40.55,4.5,26.98,5.44,2041662782500.0,9676126900.0,0.7
2016-03-21,801110,家用电器,2.0591,16.07,2.86,20.99,1.34,623352300700.0,10565293200.0,2.83
2016-03-21,801080,电子,4.2054,62.05,3.6,23.01,6.1,1180840084400.0,7521274400.0,0.34
2016-03-21,801760,传媒,4.062,58.61,5.49,32.72,5.18,1031077613900.0,12888470200.0,0.28
2016-03-21,801740,国防军工,2.6995,169.94,3.82,27.77,1.94,596943833700.0,18654494800.0,0.28
2016-03-21,801210,休闲服务,2.931,64.35,4.91,23.88,0.74,244841209800.0,7419430600.0,0.36
2016-03-21,801040,钢铁,1.5582,101.0,1.32,6.86,0.99,498556621200.0,14663430000.0,0.8
2016-03-21,801170,交通运输,1.4729,21.42,2.0,12.33,2.79,1414890584300.0,15548248200.0,1.29
2016-03-21,801230,综合,4.1548,72.91,4.36,17.51,1.61,328023727900.0,6979228300.0,0.25
2016-03-21,801020,采掘,0.7938,46.24,1.62,9.8,1.74,2103447490400.0,33926572400.0,1.0
2016-03-21,801790,非银金融,4.162,13.37,2.08,17.23,9.96,2628216683100.0,65705417100.0,1.17
2016-03-21,801880,汽车,2.284,23.72,2.57,19.3,3.28,1299351444700.0,11011452900.0,1.4
2016-03-21,801120,食品饮料,2.238,27.29,3.79,22.07,2.06,1083058317000.0,14065692400.0,1.56
2016-03-21,801730,电气设备,3.0456,46.26,3.82,19.48,4.49,1166079943400.0,7474871400.0,0.63
2016-03-21,801200,商业贸易,2.9935,36.52,2.73,14.13,2.86,774640555000.0,8512533600.0,0.83
2016-03-21,801030,化工,2.116,44.35,2.84,18.37,7.08,2095262902700.0,7876928200.0,0.68
2016-03-21,801180,房地产,2.4163,23.07,2.44,12.85,4.75,1907367895500.0,13432168300.0,1.07
2016-03-21,801750,计算机,5.2601,77.35,6.66,36.62,8.69,1435381140300.0,9505835400.0,0.34
2016-03-21,801010,农林牧渔,3.9624,64.37,4.17,17.21,2.38,584293421800.0,6955874100.0,0.39
2016-03-21,801140,轻工制造,4.1936,59.88,3.53,20.79,2.84,537307033900.0,5596948300.0,0.55
2016-03-21,801710,建筑材料,2.9378,35.94,2.18,14.67,1.45,424052072400.0,6145682200.0,1.24
2016-03-21,801050,有色金属,3.0669,90.38,3.1,15.5,4.79,1069645740400.0,10486722900.0,0.45
2016-03-21,801160,公用事业,1.6766,20.25,2.29,12.99,2.81,1354104539600.0,11573543100.0,1.63
2016-03-21,801770,通信,2.5336,48.3,3.51,22.71,2.06,622067318900.0,10197824900.0,0.44
2016-03-21,801780,银行,0.2278,6.51,1.01,9.5,1.71,5115458687600.0,319716168000.0,4.08
2016-03-21,801890,机械设备,2.8818,67.45,3.06,21.15,6.14,1627826735300.0,6142742400.0,0.52
2016-03-22,801130,纺织服装,2.6331,38.53,3.61,20.23,2.0,536654111900.0,6465712200.0,0.94
2016-03-22,801720,建筑装饰,1.1074,17.31,1.86,18.16,2.43,1184117947600.0,14801474300.0,1.09
2016-03-22,801150,医药生物,2.0537,40.43,4.48,26.96,5.22,2033684593900.0,9638315600.0,0.7
2016-03-22,801110,家用电器,1.6667,16.06,2.86,21.06,1.55,623338703600.0,10565062800.0,2.83
2016-03-22,801080,电子,3.2048,61.95,3.59,23.0,6.09,1178235045700.0,7504681800.0,0.35
2016-03-22,801760,传媒,3.5512,58.47,5.48,32.62,4.94,1030952969900.0,12886912100.0,0.28
2016-03-22,801740,国防军工,3.9067,175.45,3.93,28.08,3.09,615334853700.0,19229214200.0,0.27
2016-03-22,801210,休闲服务,2.6071,64.36,4.91,24.06,0.77,244819898700.0,7418784800.0,0.36
2016-03-22,801040,钢铁,1.1831,99.73,1.31,6.83,0.94,493061180900.0,14501799400.0,0.81
2016-03-22,801170,交通运输,0.9755,21.22,1.98,12.24,2.31,1401962555700.0,15406181900.0,1.3
2016-03-22,801230,综合,3.6452,72.75,4.35,17.47,1.71,327159032700.0,6960830500.0,0.25
2016-03-22,801020,采掘,0.5735,45.69,1.6,9.69,1.55,2082808603200.0,33593687100.0,1.01
2016-03-22,801790,非银金融,2.8048,13.04,2.02,16.91,8.42,2566328424000.0,64158210600.0,1.2
2016-03-22,801880,汽车,2.0219,23.73,2.56,19.3,3.73,1296047312000.0,10983451800.0,1.4
2016-03-22,801120,食品饮料,1.7775,27.27,3.79,22.03,1.94,1084503428900.0,14084460100.0,1.56
2016-03-22,801730,电气设备,2.7299,46.14,3.81,19.52,4.94,1168658964400.0,7491403600.0,0.63
2016-03-22,801200,商业贸易,2.487,36.31,2.72,14.03,2.8,771737595600.0,8480632900.0,0.83
2016-03-22,801030,化工,1.681,44.43,2.83,18.37,7.09,2086261482300.0,7843088300.0,0.68
2016-03-22,801180,房地产,1.8478,22.81,2.41,12.76,4.51,1886965168500.0,13288487100.0,1.08
2016-03-22,801750,计算机,4.4562,76.64,6.64,36.2,9.21,1425022330800.0,9437234000.0,0.34
2016-03-22,801010,农林牧渔,3.4346,63.91,4.21,17.41,2.64,588910283000.0,7010836700.0,0.38
2016-03-22,801140,轻工制造,3.5271,59.52,3.5,20.63,2.85,534449308500.0,5567180300.0,0.56
2016-03-22,801710,建筑材料,2.2456,35.62,2.17,14.62,1.36,419216559500.0,6075602300.0,1.24
2016-03-22,801050,有色金属,2.6876,90.76,3.1,15.58,5.17,1068403008500.0,10474539300.0,0.45
2016-03-22,801160,公用事业,1.2868,20.21,2.29,12.96,2.75,1349058688100.0,11530416100.0,1.63
2016-03-22,801770,通信,2.1838,47.73,3.56,22.72,2.24,620848039300.0,10177836700.0,0.44
2016-03-22,801780,银行,0.1315,6.49,1.0,9.48,1.28,5094075996800.0,318379749800.0,4.1
2016-03-22,801890,机械设备,2.4035,67.48,3.0,21.21,6.38,1625346370700.0,6133382500.0,0.52
2016-03-23,801130,纺织服装,2.1411,38.84,3.64,20.47,1.94,542155836200.0,6531998000.0,0.93
2016-03-23,801720,建筑装饰,0.9235,17.38,1.87,18.58,2.43,1186427821800.0,14830347800.0,1.09
2016-03-23,801150,医药生物,1.7949,40.41,4.48,27.12,5.34,2033275111000.0,9636374900.0,0.7
2016-03-23,801110,家用电器,1.4754,16.12,2.87,21.45,1.6,626589221300.0,10620156300.0,2.82
2016-03-23,801080,电子,2.9947,62.66,3.63,23.31,6.5,1191081218300.0,7586504600.0,0.34
2016-03-23,801760,传媒,3.1183,59.45,5.56,33.21,5.44,1048720316200.0,13109004000.0,0.27
2016-03-23,801740,国防军工,2.0646,172.11,3.9,27.96,2.0,609260917700.0,19039403700.0,0.28
2016-03-23,801210,休闲服务,2.2097,64.31,4.92,24.09,0.8,245579679000.0,7441808500.0,0.36
2016-03-23,801040,钢铁,0.9849,100.37,1.32,6.88,0.9,495684144100.0,14578945400.0,0.8
2016-03-23,801170,交通运输,0.8421,21.23,1.99,12.43,2.42,1404754742900.0,15436865300.0,1.3
2016-03-23,801230,综合,3.2375,73.58,4.4,17.65,1.8,331178958100.0,7046360800.0,0.25
2016-03-23,801020,采掘,0.4577,45.79,1.61,9.75,1.39,2083002739000.0,33596818400.0,1.01
2016-03-23,801790,非银金融,2.1745,13.22,2.05,17.26,7.33,2607635436600.0,65190885900.0,1.18
2016-03-23,801880,汽车,1.9307,23.95,2.59,19.56,3.86,1307473038600.0,11080280000.0,1.38
2016-03-23,801120,食品饮料,1.3804,27.36,3.8,22.19,1.67,1087110221700.0,14118314600.0,1.56
2016-03-23,801730,电气设备,2.3265,46.72,3.86,19.87,5.18,1180175429400.0,7565227100.0,0.62
2016-03-23,801200,商业贸易,2.1098,36.68,2.74,14.2,2.85,780448247000.0,8576354400.0,0.82
2016-03-23,801030,化工,1.4549,44.74,2.85,18.5,7.03,2104640969000.0,7912184100.0,0.68
2016-03-23,801180,房地产,1.5217,22.91,2.42,12.9,4.46,1896570088500.0,13356127400.0,1.07
2016-03-23,801750,计算机,4.3947,78.28,6.79,37.34,10.8,1457684258200.0,9653538100.0,0.33
2016-03-23,801010,农林牧渔,2.6987,64.3,4.24,17.57,2.32,592815062200.0,7057322200.0,0.38
2016-03-23,801140,轻工制造,2.7651,59.88,3.53,20.84,2.65,538044531700.0,5604630500.0,0.55
2016-03-23,801710,建筑材料,2.0185,36.07,2.19,14.75,1.4,423883564100.0,6143240100.0,1.23
2016-03-23,801050,有色金属,2.5649,95.34,3.12,15.67,5.82,1076225835000.0,10551233700.0,0.44
2016-03-23,801160,公用事业,0.9758,20.25,2.29,13.06,2.41,1351128020700.0,11548102700.0,1.63
2016-03-23,801770,通信,1.8949,48.08,3.58,22.98,2.24,625502435400.0,10254138300.0,0.44
2016-03-23,801780,银行,0.0898,6.47,1.0,9.45,0.97,5087516336100.0,317969771000.0,4.11
2016-03-23,801890,机械设备,2.0616,68.26,3.02,21.52,6.39,1639184295000.0,6185601100.0,0.51
2016-03-24,801130,纺织服装,2.132,38.27,3.59,20.27,1.81,533724393300.0,6430414400.0,0.95
2016-03-24,801720,建筑装饰,0.9873,17.06,1.84,18.26,2.37,1165052676500.0,14563158500.0,1.11
2016-03-24,801150,医药生物,1.8426,39.79,4.41,26.75,5.03,2003217544800.0,9493922000.0,0.71
2016-03-24,801110,家用电器,1.7089,16.02,2.85,21.17,1.81,621205060900.0,10528899300.0,2.84
2016-03-24,801080,电子,3.1882,61.56,3.57,22.97,6.57,1169087683700.0,7446418400.0,0.35
2016-03-24,801760,传媒,3.4337,58.8,5.46,32.75,5.53,1035324870300.0,12941560900.0,0.27
2016-03-24,801740,国防军工,2.283,169.94,3.85,27.78,2.07,601641657400.0,18801301800.0,0.28
2016-03-24,801210,休闲服务,2.3571,62.82,4.87,23.84,0.85,242792376700.0,7357344700.0,0.36
2016-03-24,801040,钢铁,1.0481,98.08,1.29,6.82,0.85,485194588300.0,14270429100.0,0.82
2016-03-24,801170,交通运输,1.0024,20.99,1.96,12.31,2.43,1382251533900.0,15189577300.0,1.32
2016-03-24,801230,综合,3.3973,72.39,4.33,17.34,1.69,325898096400.0,6934002100.0,0.25
2016-03-24,801020,采掘,0.5621,45.26,1.57,9.56,1.58,2036431642200.0,32845671600.0,1.03
2016-03-24,801790,非银金融,1.7805,12.92,1.98,16.66,5.71,2566778343200.0,64169458600.0,1.2
2016-03-24,801880,汽车,3.0066,23.97,2.6,19.7,5.03,1310495533800.0,11105894400.0,1.38
2016-03-24,801120,食品饮料,1.8124,27.7,3.76,22.33,2.26,1093288828400.0,14198556200.0,1.56
2016-03-24,801730,电气设备,2.583,46.08,3.8,19.55,5.09,1164700957400.0,7466031800.0,0.63
2016-03-24,801200,商业贸易,2.1154,35.95,2.69,13.94,2.7,763888791400.0,8394382300.0,0.84
2016-03-24,801030,化工,1.6488,43.51,2.81,18.33,7.34,2074470670000.0,7798761900.0,0.68
2016-03-24,801180,房地产,1.8247,22.64,2.39,12.73,4.53,1875434671100.0,13207286400.0,1.09
2016-03-24,801750,计算机,4.7708,77.09,6.67,36.78,11.04,1435103592400.0,9503997300.0,0.34
2016-03-24,801010,农林牧渔,2.8088,63.64,4.21,17.45,2.31,586946249800.0,6987455400.0,0.38
2016-03-24,801140,轻工制造,3.0595,58.85,3.47,20.57,2.7,529373546000.0,5514307800.0,0.56
2016-03-24,801710,建筑材料,2.0063,37.84,2.13,14.51,1.26,416014466100.0,6029195200.0,1.26
2016-03-24,801050,有色金属,2.5367,92.69,3.04,15.33,5.25,1044464944900.0,10239852400.0,0.45
2016-03-24,801160,公用事业,1.1496,20.01,2.27,12.94,2.64,1332829469900.0,11391704900.0,1.65
2016-03-24,801770,通信,1.8687,47.37,3.52,22.76,2.07,614713630300.0,10077272600.0,0.44
2016-03-24,801780,银行,0.089,6.4,0.99,9.31,0.86,5032755279300.0,314547205000.0,4.15
2016-03-24,801890,机械设备,2.2296,67.12,2.97,21.32,6.56,1612083992100.0,6083335800.0,0.52
2016-03-25,801130,纺织服装,1.6294,38.69,3.63,20.39,1.89,538300878400.0,6485552800.0,0.94
2016-03-25,801720,建筑装饰,0.7163,17.06,1.86,18.86,2.51,1176527807200.0,14525034700.0,1.1
2016-03-25,801150,医药生物,1.5574,40.12,4.45,26.89,5.73,2020211769300.0,9574463400.0,0.71
2016-03-25,801110,家用电器,1.3325,16.15,2.87,21.12,1.79,624417805700.0,10583352600.0,2.83
2016-03-25,801080,电子,2.953,61.97,3.6,23.12,6.91,1181025273700.0,7522454000.0,0.34
2016-03-25,801760,传媒,2.4423,58.61,5.46,32.68,5.06,1036910001400.0,12961375000.0,0.27
2016-03-25,801740,国防军工,1.4712,169.35,3.86,28.17,1.86,604706241900.0,18897070100.0,0.28
2016-03-25,801210,休闲服务,1.927,63.66,4.94,24.09,0.92,246519803500.0,7470297100.0,0.36
2016-03-25,801040,钢铁,0.7557,98.4,1.29,6.85,0.84,486541869400.0,14310055000.0,0.82
2016-03-25,801170,交通运输,0.789,21.3,1.97,12.47,2.63,1398476263100.0,15367871000.0,1.3
2016-03-25,801230,综合,2.5741,73.53,4.4,17.63,1.7,330673796100.0,7035612700.0,0.25
2016-03-25,801020,采掘,0.3405,50.83,1.58,9.59,1.32,2040394965500.0,32909596200.0,1.03
2016-03-25,801790,非银金融,1.3597,13.05,2.0,16.8,6.05,2599278224200.0,64981955600.0,1.19
2016-03-25,801880,汽车,2.5557,23.99,2.62,19.69,5.6,1314283501700.0,11137995800.0,1.38
2016-03-25,801120,食品饮料,1.3762,27.99,3.8,22.5,2.31,1104871973000.0,14348986700.0,1.54
2016-03-25,801730,电气设备,1.761,46.0,3.78,19.6,4.56,1169422399800.0,7496297400.0,0.63
2016-03-25,801200,商业贸易,1.6766,36.52,2.73,14.12,2.82,775936948300.0,8526779700.0,0.83
2016-03-25,801030,化工,1.2459,43.7,2.82,18.39,7.38,2082632875500.0,7800123100.0,0.68
2016-03-25,801180,房地产,1.4601,22.85,2.42,12.86,4.83,1892163761000.0,13325096900.0,1.08
2016-03-25,801750,计算机,3.3841,77.09,6.6,36.62,10.26,1430678126600.0,9474689600.0,0.34
2016-03-25,801010,农林牧渔,2.6158,64.56,4.27,17.77,2.68,595923628600.0,7094328900.0,0.38
2016-03-25,801140,轻工制造,2.5364,59.57,3.51,20.64,2.77,534916580000.0,5572047700.0,0.55
2016-03-25,801710,建筑材料,1.4093,36.78,2.14,14.58,1.2,416057617300.0,6029820500.0,1.25
2016-03-25,801050,有色金属,1.5769,93.22,3.05,15.4,4.41,1047153663600.0,10166540400.0,0.45
2016-03-25,801160,公用事业,0.7918,20.14,2.28,12.99,2.43,1341006063700.0,11461590300.0,1.64
2016-03-25,801770,通信,1.6253,47.43,3.54,22.77,2.38,616536037800.0,10107148200.0,0.44
2016-03-25,801780,银行,0.056,6.42,1.0,9.34,0.73,5044340685000.0,315271292800.0,4.14
2016-03-25,801890,机械设备,1.6728,67.82,3.04,21.37,6.43,1625927407400.0,6135575100.0,0.52
2016-03-28,801130,纺织服装,2.0505,38.56,3.61,20.28,2.1,534688880200.0,6442034700.0,0.94
2016-03-28,801720,建筑装饰,0.855,16.95,1.84,18.8,2.44,1166789189700.0,14404804800.0,1.1
2016-03-28,801150,医药生物,1.8247,39.98,4.44,26.8,5.82,2018087440600.0,9564395500.0,0.71
2016-03-28,801110,家用电器,1.4064,16.02,3.4,20.96,1.65,621238661100.0,10529468800.0,2.84
2016-03-28,801080,电子,3.0006,61.3,3.56,22.88,6.55,1170039206100.0,7452479000.0,0.35
2016-03-28,801760,传媒,2.573,57.52,5.4,32.59,4.76,1027151772400.0,12839397200.0,0.28
2016-03-28,801740,国防军工,1.5891,168.03,3.83,28.06,1.83,601429214400.0,18794663000.0,0.28
2016-03-28,801210,休闲服务,2.7985,64.07,4.97,24.13,1.08,249170987400.0,7550636000.0,0.35
2016-03-28,801040,钢铁,0.8023,97.68,1.28,6.77,0.77,482668907800.0,14196144300.0,0.83
2016-03-28,801170,交通运输,0.969,21.16,1.96,12.35,3.02,1390987230200.0,15285574000.0,1.31
2016-03-28,801230,综合,3.257,73.07,4.37,17.45,1.86,328724711600.0,6994142800.0,0.25
2016-03-28,801020,采掘,0.4036,50.69,1.57,9.56,1.36,2027902625300.0,32708106900.0,1.04
2016-03-28,801790,非银金融,1.3112,12.84,1.97,16.48,4.82,2556137965700.0,63903449100.0,1.2
2016-03-28,801880,汽车,2.0791,24.01,2.6,19.57,4.36,1305242148800.0,11061374100.0,1.39
2016-03-28,801120,食品饮料,2.0323,28.01,3.83,22.72,2.89,1123810691200.0,14594944000.0,1.52
2016-03-28,801730,电气设备,2.0666,45.67,3.76,19.47,4.62,1164351016800.0,7463788600.0,0.63
2016-03-28,801200,商业贸易,2.131,36.83,2.71,14.11,3.05,772094474700.0,8484554700.0,0.83
2016-03-28,801030,化工,1.53,43.31,2.8,18.37,7.66,2072882099700.0,7763603400.0,0.68
2016-03-28,801180,房地产,1.8598,22.79,2.38,12.81,5.78,1871324232100.0,13178339700.0,1.09
2016-03-28,801750,计算机,3.6099,75.42,6.54,35.91,9.09,1416407198600.0,9380180100.0,0.35
2016-03-28,801010,农林牧渔,2.7234,64.01,4.23,17.61,2.58,590869786800.0,7034164100.0,0.38
2016-03-28,801140,轻工制造,3.1089,59.45,3.49,20.52,3.07,532389984500.0,5545729000.0,0.56
2016-03-28,801710,建筑材料,1.7071,36.57,2.13,14.52,1.23,413413144900.0,5991494900.0,1.26
2016-03-28,801050,有色金属,1.8809,95.87,3.05,15.47,5.0,1046840280600.0,10163497900.0,0.45
2016-03-28,801160,公用事业,0.9464,20.06,2.27,12.94,2.51,1340018824700.0,11453152300.0,1.65
2016-03-28,801770,通信,1.8764,47.31,3.53,22.69,2.52,614299302000.0,10070480400.0,0.44
2016-03-28,801780,银行,0.0849,6.38,0.99,9.24,0.96,5018111090900.0,313631943200.0,4.18
2016-03-28,801890,机械设备,1.9897,67.47,3.03,21.29,6.64,1618689210600.0,6108261200.0,0.52
2016-03-29,801130,纺织服装,1.7545,37.49,3.5,19.75,1.98,518481303700.0,6246762700.0,0.98
2016-03-29,801720,建筑装饰,0.8853,16.6,1.81,18.29,2.58,1146868000400.0,14158864200.0,1.12
2016-03-29,801150,医药生物,1.477,40.1,4.32,26.16,5.42,1981763178100.0,9392242600.0,0.72
2016-03-29,801110,家用电器,1.1871,16.01,3.35,20.6,1.6,613590954800.0,10399846700.0,2.87
2016-03-29,801080,电子,2.5695,60.64,3.49,22.34,6.57,1146585006200.0,7303089200.0,0.35
2016-03-29,801760,传媒,2.302,56.28,5.27,31.59,5.09,1002323484100.0,12529043600.0,0.28
2016-03-29,801740,国防军工,1.2984,160.18,3.7,26.98,1.75,583942053500.0,18248189200.0,0.29
2016-03-29,801210,休闲服务,2.1725,61.64,4.79,23.22,0.98,241384597600.0,7314684800.0,0.36
2016-03-29,801040,钢铁,0.6925,96.22,1.25,6.6,0.74,473459549300.0,13925280900.0,0.84
2016-03-29,801170,交通运输,0.9861,20.75,1.93,12.07,3.05,1368284929800.0,15036098100.0,1.33
2016-03-29,801230,综合,2.7794,71.66,4.29,16.97,1.82,322748469400.0,6866988700.0,0.26
2016-03-29,801020,采掘,0.4361,50.63,1.55,9.42,1.59,2000552940200.0,32266982900.0,1.05
2016-03-29,801790,非银金融,1.3388,12.76,1.95,16.32,5.81,2543549197100.0,63588729900.0,1.21
2016-03-29,801880,汽车,1.7097,23.38,2.55,18.84,4.25,1286908629300.0,10906005300.0,1.41
2016-03-29,801120,食品饮料,1.3386,27.53,3.77,22.22,2.17,1107304668300.0,14380580100.0,1.54
2016-03-29,801730,电气设备,1.9292,44.42,3.71,19.03,4.92,1145443698400.0,7295819700.0,0.64
2016-03-29,801200,商业贸易,1.7046,38.9,2.66,13.82,2.87,757499200300.0,8324167000.0,0.85
2016-03-29,801030,化工,1.3246,42.39,2.77,18.0,7.55,2045873524400.0,7662447700.0,0.69
2016-03-29,801180,房地产,1.43,22.33,2.38,12.59,5.08,1840870143300.0,12963874200.0,1.11
2016-03-29,801750,计算机,3.3048,73.64,6.42,35.11,9.81,1392017178200.0,9218656800.0,0.35
2016-03-29,801010,农林牧渔,2.1651,62.29,4.14,17.28,2.3,578243167000.0,6883847200.0,0.39
2016-03-29,801140,轻工制造,2.4608,56.99,3.39,20.08,2.79,519843717100.0,5415038700.0,0.57
2016-03-29,801710,建筑材料,1.7285,35.96,2.1,14.33,1.34,408914215500.0,5926293000.0,1.27
2016-03-29,801050,有色金属,1.9336,95.3,3.04,15.33,5.55,1043160847200.0,10127775200.0,0.45
2016-03-29,801160,公用事业,0.8693,19.84,2.23,12.68,2.59,1323341447500.0,11310610700.0,1.67
2016-03-29,801770,通信,1.499,46.42,3.46,22.29,2.26,603297266700.0,9890119100.0,0.45
2016-03-29,801780,银行,0.0852,6.37,0.99,9.21,1.08,4997390401700.0,312336900100.0,4.19
2016-03-29,801890,机械设备,1.6503,67.57,2.96,20.45,6.46,1581088852800.0,5966373000.0,0.53
2016-03-30,801130,纺织服装,1.8534,39.32,3.64,20.43,1.83,540218080600.0,6508651600.0,0.94
2016-03-30,801720,建筑装饰,0.8971,16.99,1.85,19.09,2.47,1180276351500.0,14571313000.0,1.09
2016-03-30,801150,医药生物,1.6816,41.62,4.47,27.27,5.56,2050433001000.0,9717691900.0,0.7
2016-03-30,801110,家用电器,1.313,16.39,3.43,21.48,1.61,630207407500.0,10681481500.0,2.8
2016-03-30,801080,电子,2.8196,63.19,3.63,23.45,6.76,1195941917700.0,7617464400.0,0.34
2016-03-30,801760,传媒,2.6,58.18,5.45,32.77,5.06,1038890008000.0,12986125100.0,0.27
2016-03-30,801740,国防军工,1.3044,163.96,3.82,28.19,1.56,604139726100.0,18879366400.0,0.28
2016-03-30,801210,休闲服务,2.292,63.41,4.93,23.88,0.87,248321054400.0,7524880400.0,0.35
2016-03-30,801040,钢铁,0.7644,99.08,1.26,6.81,0.72,485277316700.0,14272862300.0,0.82
2016-03-30,801170,交通运输,1.0356,21.44,1.98,12.51,2.71,1405660611900.0,15446819900.0,1.3
