date,code,name,turnover_ratio,pe,pb,average_price,money_ratio,circulating_market_cap,average_circulating_market_cap,dividend_ratio
2018-01-05,801030,化工,1.0744,28.79,2.62,16.81,7.34,2697223985600.0,8535518900.0,0.88
2018-01-05,801180,房地产,2.0922,16.8,2.07,10.44,9.04,2143399901500.0,16615503100.0,1.57
2018-01-05,801750,计算机,1.4778,58.82,3.71,20.98,4.8,1246031229000.0,6389903700.0,0.42
2018-01-05,801010,农林牧渔,1.2485,34.73,3.4,13.12,1.73,742179905200.0,8067172900.0,1.42
2018-01-05,801140,轻工制造,1.2458,27.95,2.66,21.83,1.59,593821378100.0,4867388300.0,0.75
2018-01-05,801710,建筑材料,2.7787,27.95,2.68,15.3,3.59,590137927200.0,7868505700.0,0.73
2018-01-05,801050,有色金属,1.9747,48.27,3.21,19.46,7.8,1500602940800.0,12936232200.0,0.32
2018-01-05,801160,公用事业,0.7479,28.52,2.11,11.97,3.23,1686371766700.0,11710915000.0,1.44
2018-01-05,801770,通信,1.5103,60.94,3.15,20.89,2.97,842614440500.0,8598106500.0,0.31
2018-01-05,801780,银行,0.1625,7.52,0.97,10.24,2.82,6647308390300.0,265892335600.0,3.34
2018-01-05,801890,机械设备,1.2536,49.42,2.84,18.07,5.52,1766266627300.0,5485300100.0,0.62
2018-01-08,801130,纺织服装,0.6668,26.6,2.35,15.01,0.64,456936598600.0,5077073300.0,1.51
2018-01-08,801720,建筑装饰,0.9809,17.07,1.77,17.99,3.37,1590506408700.0,13144681100.0,1.07
2018-01-08,801150,医药生物,0.9916,38.09,4.09,25.2,5.37,2814458520800.0,10271746400.0,0.65
2018-01-08,801110,家用电器,0.9886,21.06,4.03,18.78,2.17,1222354818700.0,19402457400.0,2.01
2018-01-08,801080,电子,2.0888,40.35,3.95,25.45,8.24,2226385963600.0,10307342400.0,0.48
2018-01-08,801760,传媒,1.2011,34.86,3.07,18.16,2.54,1150074101000.0,8273914400.0,0.58
2018-01-08,801740,国防军工,0.659,79.29,2.84,21.82,0.91,627556337000.0,12807272200.0,0.2
2018-01-08,801210,休闲服务,0.7642,40.69,3.66,16.73,0.42,266308568400.0,8069956600.0,0.68
2018-01-08,801040,钢铁,1.369,16.77,1.76,8.7,2.22,764351571400.0,23885986600.0,0.91
2018-01-08,801170,交通运输,0.894,21.45,1.89,12.75,3.47,1711186451900.0,16297013800.0,1.19
2018-01-08,801230,综合,1.1908,49.7,2.46,12.27,0.75,350892924800.0,6620621200.0,0.49
2018-01-08,801020,采掘,0.7635,20.76,1.75,10.61,3.97,2555115536200.0,41887139900.0,2.02
2018-01-08,801790,非银金融,1.0015,21.53,2.08,14.57,6.41,3467742806600.0,63049869200.0,1.44
2018-01-08,801880,汽车,1.0395,21.19,2.29,19.3,3.13,1705770033200.0,10594844900.0,1.72
2018-01-08,801120,食品饮料,0.9031,38.51,6.38,29.8,3.13,2529775345100.0,28108614900.0,1.16
2018-01-08,801730,电气设备,1.0077,38.69,2.65,16.22,2.91,1372565250800.0,7186205500.0,0.64
2018-01-08,801200,商业贸易,1.0259,29.77,2.11,12.32,1.54,762151147300.0,8022643700.0,0.83
2018-01-08,801030,化工,1.112,29.0,2.64,16.92,7.04,2712970046800.0,8585348200.0,0.88
2018-01-08,801180,房地产,2.1141,17.17,2.11,10.61,8.43,2194403283200.0,17010878200.0,1.53
2018-01-08,801750,计算机,1.6118,58.49,3.7,20.97,4.61,1240462114200.0,6361344200.0,0.42
2018-01-08,801010,农林牧渔,1.2054,35.3,3.45,13.19,1.74,751542338400.0,8168938500.0,1.39
2018-01-08,801140,轻工制造,1.3566,28.2,2.68,22.01,1.65,599839120400.0,4916714100.0,0.74
2018-01-08,801710,建筑材料,2.528,28.27,2.71,15.34,3.11,597713276800.0,7969510400.0,0.72
2018-01-08,801050,有色金属,2.5377,49.08,3.26,19.85,8.48,1526496491700.0,13159452500.0,0.31
2018-01-08,801160,公用事业,0.6704,28.6,2.11,11.96,2.64,1689459832700.0,11732359900.0,1.44
2018-01-08,801770,通信,1.6666,60.64,3.14,20.77,3.17,839774376500.0,8569126300.0,0.31
2018-01-08,801780,银行,0.176,7.55,0.97,10.2,2.89,6634871002800.0,265394840100.0,3.35
2018-01-08,801890,机械设备,1.339,49.01,2.81,18.06,5.04,1760791994600.0,5485333300.0,0.62
2018-01-09,801130,纺织服装,0.6271,26.58,2.35,15.06,0.73,460402700100.0,5115585600.0,1.52
2018-01-09,801720,建筑装饰,0.7434,16.97,1.75,17.95,3.0,1587590758900.0,13120584800.0,1.06
2018-01-09,801150,医药生物,1.1579,38.65,4.14,25.58,7.57,2857768587400.0,10429812400.0,0.64
2018-01-09,801110,家用电器,1.263,21.63,4.14,19.04,2.85,1254019147300.0,19905065800.0,1.96
2018-01-09,801080,电子,2.5058,40.75,3.99,25.49,9.4,2245950807900.0,10397920400.0,0.48
2018-01-09,801760,传媒,1.0359,34.77,3.06,18.08,2.56,1147096453200.0,8252492500.0,0.58
2018-01-09,801740,国防军工,0.8352,79.68,2.85,21.87,1.3,631194481100.0,12881520000.0,0.2
2018-01-09,801210,休闲服务,0.6939,40.55,3.65,16.68,0.42,265276712100.0,8038688200.0,0.68
2018-01-09,801040,钢铁,0.9153,16.62,1.75,8.62,1.76,756899607400.0,23653112700.0,0.92
2018-01-09,801170,交通运输,0.6419,21.46,1.89,12.79,2.87,1708769535800.0,16273995600.0,1.19
2018-01-09,801230,综合,0.9233,49.55,2.45,12.23,0.68,349401812800.0,6592487000.0,0.49
2018-01-09,801020,采掘,0.4771,20.67,1.75,10.56,2.89,2543669126100.0,41699493900.0,2.03
2018-01-09,801790,非银金融,0.6435,21.69,2.09,14.59,5.48,3491705891700.0,63485561700.0,1.43
2018-01-09,801880,汽车,0.934,21.15,2.29,19.36,3.25,1700984889900.0,10565123500.0,1.72
2018-01-09,801120,食品饮料,1.1761,39.68,6.57,30.5,4.79,2609830057600.0,28998111800.0,1.13
2018-01-09,801730,电气设备,0.9313,38.39,2.65,16.2,2.92,1376252504500.0,7205510500.0,0.64
2018-01-09,801200,商业贸易,0.9511,29.81,2.11,12.3,1.6,763360695700.0,8035375700.0,0.83
2018-01-09,801030,化工,0.9451,28.86,2.62,16.88,7.25,2697373137600.0,8535990900.0,0.88
2018-01-09,801180,房地产,1.5536,17.22,2.12,10.64,6.49,2201056393700.0,17062452700.0,1.53
2018-01-09,801750,计算机,1.291,58.21,3.68,20.89,4.19,1235152576700.0,6334115800.0,0.42
2018-01-09,801010,农林牧渔,1.1727,35.18,3.44,13.17,1.79,749736830600.0,8149313400.0,1.4
2018-01-09,801140,轻工制造,1.1371,28.04,2.67,22.0,1.66,596825363800.0,4892011200.0,0.74
2018-01-09,801710,建筑材料,1.9715,28.06,2.69,15.27,2.67,591940091000.0,7892534500.0,0.73
2018-01-09,801050,有色金属,1.9984,49.09,3.26,19.82,8.07,1526219501500.0,13157064700.0,0.31
2018-01-09,801160,公用事业,0.6319,28.46,2.1,11.97,2.98,1681454733400.0,11676769000.0,1.45
2018-01-09,801770,通信,1.4116,60.72,3.14,20.79,3.35,841491087400.0,8586643700.0,0.31
2018-01-09,801780,银行,0.1487,7.55,0.97,10.21,2.65,6624324545300.0,264972981800.0,3.35
2018-01-09,801890,机械设备,1.0836,48.83,2.8,18.08,4.76,1756849210800.0,5473050500.0,0.62
2018-01-10,801130,纺织服装,0.7519,26.45,2.34,14.85,0.73,457175680100.0,5079729800.0,1.52
2018-01-10,801720,建筑装饰,0.8089,16.92,1.74,17.74,3.13,1586516862200.0,13111709600.0,1.07
2018-01-10,801150,医药生物,1.0054,38.42,4.12,25.31,6.06,2840192997200.0,10365667900.0,0.64
2018-01-10,801110,家用电器,1.2301,21.97,4.2,18.99,2.9,1271492214500.0,20182416100.0,1.93
2018-01-10,801080,电子,2.4888,40.46,3.96,25.21,9.55,2246725149900.0,10401505300.0,0.48
2018-01-10,801760,传媒,1.1374,34.74,3.06,17.93,2.57,1143380433000.0,8225758500.0,0.58
2018-01-10,801740,国防军工,0.7616,78.8,2.82,21.57,1.24,623905999600.0,12732775500.0,0.2
2018-01-10,801210,休闲服务,0.7973,40.71,3.66,16.65,0.44,265876524400.0,8056864400.0,0.68
2018-01-10,801040,钢铁,0.8867,16.53,1.74,8.58,1.56,753217719300.0,23538053700.0,0.92
2018-01-10,801170,交通运输,0.6071,21.31,1.88,12.71,2.56,1696394410400.0,16156137200.0,1.2
2018-01-10,801230,综合,0.9103,49.0,2.42,12.04,0.62,345252212200.0,6514192700.0,0.5
2018-01-10,801020,采掘,0.497,20.61,1.74,10.52,2.69,2579741848800.0,42290850000.0,2.04
2018-01-10,801790,非银金融,0.6618,21.62,2.09,14.53,4.65,3478052869800.0,63237324900.0,1.44
2018-01-10,801880,汽车,0.9147,21.13,2.29,19.22,3.21,1705974799800.0,10596116800.0,1.73
2018-01-10,801120,食品饮料,1.0406,40.06,6.64,30.67,3.85,2641687232400.0,29352080400.0,1.12
2018-01-10,801730,电气设备,0.9866,37.99,2.63,15.98,2.97,1360703875600.0,7124104100.0,0.65
2018-01-10,801200,商业贸易,0.9719,29.61,2.1,12.15,1.55,757938158700.0,7978296400.0,0.83
2018-01-10,801030,化工,1.0751,28.67,2.61,16.65,7.2,2696525018100.0,8533307000.0,0.89
2018-01-10,801180,房地产,1.3762,17.18,2.12,10.58,5.63,2197714666300.0,17036547800.0,1.53
2018-01-10,801750,计算机,2.21,58.96,3.73,21.13,6.22,1249624713000.0,6408331900.0,0.42
2018-01-10,801010,农林牧渔,1.2126,34.94,3.42,13.03,1.68,745149358500.0,8099449500.0,1.41
2018-01-10,801140,轻工制造,1.0892,27.85,2.65,21.75,1.55,591745937100.0,4850376500.0,0.75
2018-01-10,801710,建筑材料,2.2466,28.01,2.69,15.17,2.83,591841218100.0,7891216200.0,0.73
2018-01-10,801050,有色金属,2.0513,48.61,3.23,19.64,8.01,1511901610200.0,13033634600.0,0.31
2018-01-10,801160,公用事业,0.7543,28.37,2.1,12.11,3.35,1678973320800.0,11579126400.0,1.45
2018-01-10,801770,通信,1.5305,60.2,3.11,20.56,3.1,833946344500.0,8509656600.0,0.31
2018-01-10,801780,银行,0.3039,7.71,0.99,10.38,5.44,6750153229900.0,270006129200.0,3.28
2018-01-10,801890,机械设备,1.1028,48.41,2.78,17.84,4.68,1743120486000.0,5430281900.0,0.63
2018-01-11,801130,纺织服装,0.6401,26.53,2.35,14.93,0.66,459212550500.0,5102361700.0,1.52
2018-01-11,801720,建筑装饰,0.6331,16.93,1.74,17.79,2.61,1585640284600.0,13104465200.0,1.07
2018-01-11,801150,医药生物,0.8165,38.42,4.12,25.48,5.47,2838804188200.0,10360599200.0,0.64
2018-01-11,801110,家用电器,0.8987,21.83,4.18,18.94,2.23,1264061670000.0,20064471000.0,1.94
2018-01-11,801080,电子,1.9237,40.78,3.99,25.41,9.34,2267726069700.0,10498731800.0,0.48
2018-01-11,801760,传媒,1.5704,35.08,3.08,18.23,3.43,1154740059600.0,8307482400.0,0.57
2018-01-11,801740,国防军工,0.5819,79.06,2.83,21.68,1.01,625808446300.0,12771600900.0,0.2
2018-01-11,801210,休闲服务,0.7717,40.64,3.66,16.78,0.46,265811388100.0,8054890500.0,0.68
2018-01-11,801040,钢铁,0.7915,16.24,1.71,8.43,1.52,739390158400.0,23105942400.0,0.94
2018-01-11,801170,交通运输,0.5155,21.29,1.88,12.76,2.38,1693018167700.0,16123982500.0,1.2
2018-01-11,801230,综合,0.8813,48.93,2.42,12.07,0.64,344817523400.0,6505991000.0,0.5
2018-01-11,801020,采掘,0.3889,20.34,1.72,10.4,2.35,2558725108800.0,41946313300.0,2.06
2018-01-11,801790,非银金融,0.5781,21.71,2.1,14.59,4.73,3489910844900.0,63452924500.0,1.43
2018-01-11,801880,汽车,0.758,21.07,2.28,19.32,2.81,1703237933900.0,10579117600.0,1.73
2018-01-11,801120,食品饮料,0.8062,39.64,6.57,30.47,3.29,2611913450400.0,29021260600.0,1.13
2018-01-11,801730,电气设备,0.8596,38.08,2.63,16.11,2.77,1363403870700.0,7138240200.0,0.64
2018-01-11,801200,商业贸易,0.9579,29.83,2.11,12.23,1.69,763731287600.0,8039276700.0,0.82
2018-01-11,801030,化工,0.8129,28.69,2.61,16.75,6.32,2692681578100.0,8521144200.0,0.89
2018-01-11,801180,房地产,1.2646,17.15,2.11,10.59,5.49,2194387513500.0,17010755900.0,1.53
2018-01-11,801750,计算机,3.3911,60.99,3.86,21.75,10.7,1292096682400.0,6626136800.0,0.4
2018-01-11,801010,农林牧渔,1.1059,35.02,3.43,13.06,1.65,746111523700.0,8109907900.0,1.4
2018-01-11,801140,轻工制造,1.0842,27.94,2.66,21.82,1.67,593397553800.0,4863914400.0,0.74
2018-01-11,801710,建筑材料,2.5349,27.26,2.62,15.05,3.53,573589550000.0,7647860700.0,0.75
2018-01-11,801050,有色金属,1.8707,48.63,3.23,19.78,7.47,1523069382500.0,13129908500.0,0.31
2018-01-11,801160,公用事业,0.6144,28.45,2.09,12.16,3.09,1680837693700.0,11591984100.0,1.45
2018-01-11,801770,通信,1.7901,60.96,3.15,21.05,4.2,844972153100.0,8622164800.0,0.3
2018-01-11,801780,银行,0.209,7.74,1.0,10.38,3.88,6808635589500.0,272345423600.0,3.27
2018-01-11,801890,机械设备,1.0089,48.52,2.68,17.99,4.58,1744607177100.0,5434913300.0,0.62
2018-01-12,801130,纺织服装,0.636,26.42,2.33,14.87,0.73,457395159100.0,5082168400.0,1.52
2018-01-12,801720,建筑装饰,0.5874,16.78,1.73,17.7,2.62,1572289316200.0,12994126600.0,1.08
2018-01-12,801150,医药生物,0.8412,38.58,4.14,25.57,6.14,2851528091900.0,10369193100.0,0.64
2018-01-12,801110,家用电器,0.967,22.35,4.28,19.01,2.45,1291756801300.0,20504076200.0,1.9
2018-01-12,801080,电子,1.7999,40.36,3.95,25.08,8.64,2248810201600.0,10411158300.0,0.48
2018-01-12,801760,传媒,1.3216,34.98,3.07,18.28,3.32,1152077731500.0,8288329000.0,0.58
2018-01-12,801740,国防军工,0.6474,78.09,2.8,21.34,1.18,618815278200.0,12628883200.0,0.2
2018-01-12,801210,休闲服务,0.7033,40.56,3.65,16.79,0.38,265446126200.0,8043822000.0,0.68
2018-01-12,801040,钢铁,1.0869,16.42,1.73,8.49,1.98,748970793200.0,23405337300.0,0.93
2018-01-12,801170,交通运输,0.4751,21.22,1.87,12.7,2.37,1688509655000.0,16081044300.0,1.21
2018-01-12,801230,综合,0.9639,48.9,2.42,12.1,0.76,344895967600.0,6507471100.0,0.5
2018-01-12,801020,采掘,0.3428,20.28,1.72,10.3,2.12,2558292771900.0,41939225800.0,2.06
2018-01-12,801790,非银金融,0.5744,21.91,2.12,14.64,5.38,3516081148100.0,63928748100.0,1.42
2018-01-12,801880,汽车,0.9579,21.11,2.28,19.4,3.55,1708060818500.0,10543585300.0,1.73
2018-01-12,801120,食品饮料,0.7398,40.24,6.66,30.66,3.45,2653261394700.0,29480682200.0,1.11
2018-01-12,801730,电气设备,1.3288,38.04,2.63,16.07,3.22,1362016214400.0,7130974900.0,0.64
2018-01-12,801200,商业贸易,0.8989,29.69,2.1,12.2,1.61,760083422600.0,8000878100.0,0.83
2018-01-12,801030,化工,0.8264,28.52,2.59,16.61,6.54,2687527169900.0,8504832800.0,0.89
2018-01-12,801180,房地产,1.756,17.29,2.13,10.71,7.49,2212298407900.0,17149600100.0,1.52
2018-01-12,801750,计算机,2.5072,59.88,3.79,21.39,8.28,1268594629400.0,6505613500.0,0.41
2018-01-12,801010,农林牧渔,1.2649,35.02,3.42,13.01,1.96,747777811600.0,8128019700.0,1.4
2018-01-12,801140,轻工制造,1.228,28.0,2.67,21.85,1.93,594801030200.0,4875418300.0,0.74
2018-01-12,801710,建筑材料,1.8436,27.24,2.61,15.02,2.65,574289388800.0,7657191900.0,0.75
2018-01-12,801050,有色金属,1.6643,48.29,3.21,19.44,7.0,1510806626700.0,13024195100.0,0.32
2018-01-12,801160,公用事业,0.6201,28.33,2.08,12.17,3.26,1674929215700.0,11472117900.0,1.46
2018-01-12,801770,通信,1.3564,60.0,3.11,20.75,3.22,831955984600.0,8489346800.0,0.31
2018-01-12,801780,银行,0.1792,7.79,1.0,10.4,3.45,6844557562800.0,273782302500.0,3.25
2018-01-12,801890,机械设备,0.9047,48.24,2.67,17.89,4.32,1734842937500.0,5404495100.0,0.63
2018-01-15,801130,纺织服装,0.7517,26.01,2.3,14.59,0.66,450887610100.0,5009862300.0,1.55
2018-01-15,801720,建筑装饰,0.8463,16.4,1.69,17.06,2.79,1542348623900.0,12746682800.0,1.1
2018-01-15,801150,医药生物,1.2702,38.16,4.09,25.14,6.56,2821373522200.0,10259540100.0,0.65
2018-01-15,801110,家用电器,1.3709,22.54,4.31,18.79,2.65,1301702615200.0,20661946300.0,1.88
2018-01-15,801080,电子,2.7935,39.19,3.84,24.12,9.51,2191024998400.0,10143634300.0,0.49
2018-01-15,801760,传媒,1.3686,34.07,2.99,17.77,2.68,1121781639700.0,8070371500.0,0.59
2018-01-15,801740,国防军工,0.9732,75.27,2.7,20.45,1.29,596269519700.0,12168765700.0,0.21
2018-01-15,801210,休闲服务,0.9865,40.71,3.67,16.64,0.48,267920343400.0,8118798300.0,0.68
2018-01-15,801040,钢铁,1.149,15.84,1.67,8.16,1.59,722492684500.0,22577896400.0,0.96
2018-01-15,801170,交通运输,0.6201,21.0,1.85,12.46,2.31,1673612090700.0,15939162800.0,1.22
2018-01-15,801230,综合,1.0351,47.58,2.35,11.75,0.62,335519955500.0,6330565200.0,0.51
2018-01-15,801020,采掘,0.4862,19.74,1.67,10.13,2.22,2532692014500.0,41519541200.0,2.12
2018-01-15,801790,非银金融,0.859,22.19,2.14,14.57,6.77,3563447930100.0,64789962400.0,1.4
2018-01-15,801880,汽车,1.016,20.63,2.23,18.88,2.99,1672122734000.0,10321745300.0,1.77
2018-01-15,801120,食品饮料,1.0501,40.13,6.65,30.47,3.73,2653797424400.0,29486638000.0,1.11
2018-01-15,801730,电气设备,1.4011,36.93,2.55,15.62,3.12,1323985334200.0,6931860400.0,0.66
2018-01-15,801200,商业贸易,1.1443,29.22,2.07,11.91,1.62,746575104000.0,7858685300.0,0.84
2018-01-15,801030,化工,1.0697,28.1,2.56,16.25,6.56,2669578589700.0,8448033500.0,0.9
2018-01-15,801180,房地产,1.8495,17.33,2.13,10.55,6.72,2220139692800.0,17210385200.0,1.52
2018-01-15,801750,计算机,2.4885,57.88,3.66,20.65,6.17,1228553698300.0,6300275400.0,0.42
2018-01-15,801010,农林牧渔,1.2469,34.26,3.35,12.71,1.51,732432268200.0,7961220300.0,1.43
2018-01-15,801140,轻工制造,1.6144,27.61,2.63,21.61,1.93,587057968200.0,4811950600.0,0.75
2018-01-15,801710,建筑材料,1.8591,26.96,2.58,14.76,2.03,567950309300.0,7572670800.0,0.76
2018-01-15,801050,有色金属,2.1554,46.59,3.09,18.58,7.51,1462171457100.0,12604926400.0,0.33
2018-01-15,801160,公用事业,0.6756,27.88,2.05,12.02,2.74,1649409316600.0,11297324100.0,1.48
2018-01-15,801770,通信,1.8566,58.65,3.04,19.88,3.64,813880464200.0,8304902700.0,0.32
2018-01-15,801780,银行,0.3402,7.91,1.02,10.49,5.17,6988568011800.0,279542720500.0,3.2
2018-01-15,801890,机械设备,1.1818,47.07,2.6,17.46,4.43,1693060892100.0,5274333000.0,0.64
2018-01-16,801130,纺织服装,0.7661,26.24,2.32,14.72,0.76,456754661900.0,5075051800.0,1.53
2018-01-16,801720,建筑装饰,0.7638,16.55,1.7,17.32,2.77,1557190334900.0,12869341600.0,1.09
2018-01-16,801150,医药生物,1.0409,38.36,4.11,25.39,6.23,2839781651400.0,10326478700.0,0.64
2018-01-16,801110,家用电器,1.2651,22.53,4.31,18.88,2.66,1302413480300.0,20673229800.0,1.88
2018-01-16,801080,电子,2.1215,38.87,3.81,24.14,8.75,2174464513600.0,10020573800.0,0.5
2018-01-16,801760,传媒,1.1102,34.24,3.01,17.85,2.4,1125979521400.0,8100572100.0,0.59
2018-01-16,801740,国防军工,0.7472,74.76,2.68,20.35,1.04,592168816900.0,12085077900.0,0.21
2018-01-16,801210,休闲服务,0.8494,41.56,3.75,16.95,0.51,274033001700.0,8304030400.0,0.67
2018-01-16,801040,钢铁,0.6997,15.94,1.68,8.21,1.13,727425934400.0,22732060400.0,0.96
2018-01-16,801170,交通运输,0.6776,21.08,1.86,12.6,2.96,1676351134200.0,15965248900.0,1.21
2018-01-16,801230,综合,0.8803,48.11,2.38,11.89,0.57,339887485400.0,6412971400.0,0.5
2018-01-16,801020,采掘,0.3498,19.74,1.67,10.18,1.91,2516234764800.0,41249750200.0,2.11
2018-01-16,801790,非银金融,0.7536,22.43,2.17,14.76,6.2,3591667139900.0,65303038900.0,1.39
2018-01-16,801880,汽车,0.9112,20.6,2.23,19.0,3.17,1662623041500.0,10263105200.0,1.76
2018-01-16,801120,食品饮料,1.2001,40.15,6.65,30.71,4.69,2654706362800.0,29496737400.0,1.11
2018-01-16,801730,电气设备,1.0451,36.89,2.55,15.71,2.7,1323600125300.0,6929843600.0,0.66
2018-01-16,801200,商业贸易,1.0583,29.7,2.11,12.05,1.73,758518953300.0,7984410000.0,0.83
2018-01-16,801030,化工,0.9524,28.2,2.56,16.44,6.61,2662693905800.0,8426246500.0,0.9
2018-01-16,801180,房地产,2.2961,18.25,2.25,10.95,9.8,2339416663500.0,18135012900.0,1.44
2018-01-16,801750,计算机,1.8749,57.92,3.67,20.82,5.32,1229279739200.0,6303998700.0,0.42
2018-01-16,801010,农林牧渔,1.5272,35.14,3.44,12.96,2.07,752165683900.0,8175714000.0,1.39
2018-01-16,801140,轻工制造,1.3774,27.95,2.66,21.98,1.9,594211134600.0,4870583100.0,0.74
2018-01-16,801710,建筑材料,1.7868,27.33,2.62,14.96,2.24,577076098700.0,7694348000.0,0.75
2018-01-16,801050,有色金属,1.6259,46.58,3.09,18.74,5.79,1471932706900.0,12689075100.0,0.33
2018-01-16,801160,公用事业,0.6463,27.95,2.05,12.12,2.77,1651278112900.0,11310124100.0,1.48
2018-01-16,801770,通信,1.4921,59.42,3.08,20.13,3.75,825038356200.0,8418758700.0,0.31
2018-01-16,801780,银行,0.3096,7.94,1.02,10.57,5.01,7051935880300.0,282077435200.0,3.19
2018-01-16,801890,机械设备,1.0834,47.42,2.62,17.52,4.54,1710040664500.0,5327229500.0,0.64
2018-01-17,801130,纺织服装,0.8752,26.3,2.32,14.8,0.84,457149872000.0,5079443000.0,1.53
2018-01-17,801720,建筑装饰,1.1323,16.71,1.72,17.53,3.63,1576934386700.0,13032515600.0,1.08
2018-01-17,801150,医药生物,0.9243,38.15,4.08,25.32,4.87,2823808703200.0,10268395300.0,0.65
2018-01-17,801110,家用电器,1.2982,21.84,4.18,18.67,2.43,1265143502000.0,20081642900.0,1.94
2018-01-17,801080,电子,2.5601,39.01,3.82,24.44,8.7,2178277516200.0,10038145200.0,0.5
2018-01-17,801760,传媒,1.3993,34.48,3.03,17.98,2.73,1136043032600.0,8172971500.0,0.58
2018-01-17,801740,国防军工,0.7179,74.88,2.68,20.51,0.89,593030083000.0,12102654800.0,0.21
2018-01-17,801210,休闲服务,0.6727,41.22,3.71,16.9,0.32,271362875600.0,8223117400.0,0.67
2018-01-17,801040,钢铁,0.9387,16.11,1.69,8.3,1.39,736066097300.0,23002065500.0,0.95
2018-01-17,801170,交通运输,0.8057,21.07,1.86,12.64,2.83,1674464286000.0,15947278900.0,1.21
2018-01-17,801230,综合,0.8663,47.93,2.37,11.94,0.52,338130265000.0,6379816300.0,0.51
2018-01-17,801020,采掘,0.4224,19.87,1.68,10.18,1.9,2543660388000.0,41699350600.0,2.1
2018-01-17,801790,非银金融,1.8417,22.74,2.2,15.1,9.87,3653558527600.0,66428336900.0,1.37
2018-01-17,801880,汽车,0.9341,20.57,2.23,19.12,2.84,1663909267400.0,10271044900.0,1.77
2018-01-17,801120,食品饮料,1.1424,39.17,6.48,30.12,4.21,2580972228300.0,28677469200.0,1.14
2018-01-17,801730,电气设备,1.2368,36.79,2.54,15.82,2.78,1320753785000.0,6914941300.0,0.67
2018-01-17,801200,商业贸易,1.2132,29.8,2.11,12.11,1.72,761613758600.0,8016986900.0,0.82
2018-01-17,801030,化工,1.0035,27.75,2.54,16.46,6.22,2638360882500.0,8349243300.0,0.91
2018-01-17,801180,房地产,2.0596,18.03,2.22,10.79,8.16,2308809020400.0,17897744300.0,1.46
2018-01-17,801750,计算机,1.9388,56.9,3.6,20.68,4.72,1210430349200.0,6207335100.0,0.43
2018-01-17,801010,农林牧渔,1.6795,34.93,3.42,13.01,2.0,748618415300.0,8137156700.0,1.4
2018-01-17,801140,轻工制造,1.1647,27.74,2.64,21.96,1.38,590422923000.0,4839532200.0,0.75
2018-01-17,801710,建筑材料,1.7676,27.03,2.59,14.91,1.88,570658830700.0,7608784400.0,0.75
2018-01-17,801050,有色金属,1.6816,46.07,3.06,18.54,5.3,1455706070500.0,12549190300.0,0.33
2018-01-17,801160,公用事业,0.8071,27.92,2.05,12.1,2.88,1650012696100.0,11301456800.0,1.48
2018-01-17,801770,通信,2.2084,59.05,3.06,20.36,3.98,823279759400.0,8400813900.0,0.31
2018-01-17,801780,银行,0.4634,8.03,1.03,10.76,7.07,7136048525000.0,285441941000.0,3.15
2018-01-17,801890,机械设备,1.0902,47.29,2.61,17.6,3.91,1704862841200.0,5311099200.0,0.64
2018-01-18,801130,纺织服装,0.7654,26.36,2.33,14.81,0.79,458806191700.0,5097846600.0,1.53
2018-01-18,801720,建筑装饰,1.4267,17.11,1.76,17.75,5.46,1625184494600.0,13431276800.0,1.06
2018-01-18,801150,医药生物,0.7647,38.09,4.08,25.32,5.14,2817568394300.0,10245703300.0,0.65
2018-01-18,801110,家用电器,0.8811,21.91,4.19,18.86,2.08,1269009872700.0,20143013900.0,1.93
2018-01-18,801080,电子,1.5143,38.83,3.8,24.38,6.97,2168193810800.0,9991676500.0,0.5
2018-01-18,801760,传媒,0.9581,34.36,3.02,17.91,2.49,1131641771800.0,8141307700.0,0.59
2018-01-18,801740,国防军工,0.5455,74.99,2.69,20.53,0.79,593951216000.0,12121453400.0,0.21
2018-01-18,801210,休闲服务,0.5664,41.39,3.73,16.9,0.38,272439425900.0,8255740200.0,0.67
2018-01-18,801040,钢铁,1.3104,16.41,1.73,8.43,2.34,751950283600.0,23498446400.0,0.93
2018-01-18,801170,交通运输,0.5687,21.08,1.86,12.63,2.57,1673971909200.0,15942589600.0,1.21
2018-01-18,801230,综合,0.7305,48.06,2.38,12.02,0.54,338909153900.0,6394512300.0,0.5
2018-01-18,801020,采掘,0.3069,19.93,1.69,10.18,1.8,2534022899900.0,41541359000.0,2.1
2018-01-18,801790,非银金融,1.1106,22.81,2.2,15.05,9.77,3656312221100.0,66478404000.0,1.36
2018-01-18,801880,汽车,0.7706,20.52,2.22,19.15,3.04,1659617898000.0,10244554900.0,1.77
2018-01-18,801120,食品饮料,1.0412,39.35,6.51,30.34,4.59,2594735694400.0,28830396600.0,1.14
2018-01-18,801730,电气设备,0.9012,37.03,2.56,15.85,2.73,1330022082500.0,6963466400.0,0.66
2018-01-18,801200,商业贸易,0.8551,29.74,2.11,12.09,1.51,753570745400.0,7932323600.0,0.82
2018-01-18,801030,化工,0.9491,28.11,2.58,16.61,7.44,2665483894200.0,8435075600.0,0.89
2018-01-18,801180,房地产,1.2546,17.93,2.21,10.77,6.33,2295909368500.0,17797747000.0,1.47
2018-01-18,801750,计算机,1.2608,56.66,3.59,20.63,3.83,1204334209300.0,6176072900.0,0.43
2018-01-18,801010,农林牧渔,0.9793,34.81,3.4,12.98,1.53,747155332600.0,8121253600.0,1.4
